District,Year,Yield,Harvested_Extent,Sown_Extent,Production,Season
SRI LANKA,1992,3241,243236,254983,711.2,Yala
SRI LANKA,1991/1992,3630,522786,548190,1634.1,Maha
SRI LANKA,1993,3481,281706,288605,879.7,Yala
SRI LANKA,1992/1993,3601,538060,545689,1695.5,Maha
SRI LANKA,1994,3406,335858,348557,1014.7,Yala
SRI LANKA,1993/1994,3376,560692,581064,1673.1,Maha
SRI LANKA,1995,3447,340251,348371,1050.7,Yala
SRI LANKA,1994/1995,3604,549338,566650,1764.1,Maha
SRI LANKA,1996,3477,234892,249815,731.5,Yala
SRI LANKA,1995/1996,3534,425187,498930,1333.6,Maha
SRI LANKA,1997,3542,247020,256812,783.7,Yala
SRI LANKA,1996/1997,3793,443059,472998,1459.6,Maha
SRI LANKA,1998,3871,266065,274419,912.8,Yala
SRI LANKA,1997/1998,3555,563033,573845,1784.2,Maha
SRI LANKA,1999,3753,333082,345468,1123.3,Yala
SRI LANKA,1998/1999,3612,538810,546586,1738.8,Maha
SRI LANKA,2000,3967,305969,328748,1077.6,Yala
SRI LANKA,1999/2000,3798,526009,549246,1781.2,Maha
SRI LANKA,2001,4119,294246,319273,1083,Yala
SRI LANKA,2000/2001,3860,470793,478986,1614,Maha
SRI LANKA,2002,3773,320872,342126,1089.1,Yala
SRI LANKA,2001/2002,3990,498718,510403,1774.5,Maha
SRI LANKA,2003,3709,351878,381033,1172.2,Yala
SRI LANKA,2002/2003,3794,559565,601584,1896.8,Maha
SRI LANKA,2004,4244,250864,257880,958.2,Yala
SRI LANKA,2003/2004,4002,468830,520662,1669.7,Maha
SRI LANKA,2005,3976,345373,356613,1233.5,Yala
SRI LANKA,2004/2005,3955,569888,580562,2012.7,Maha
SRI LANKA,2006,4263,314198,319195,1206.3,Yala
SRI LANKA,2005/2006,4069,585903,591295,2135.6,Maha
SRI LANKA,2007,4543,283663,291375,1158.2,Yala
SRI LANKA,2006/2007,4299,512047,525338,1973.1,Maha
SRI LANKA,2008,4195,464506,471396,1750.4,Yala
SRI LANKA,2007/2008,4181,568348,581597,2126,Maha
SRI LANKA,2009,4186,337606,345431,1267.7,Yala
SRI LANKA,2008/2009,4421,604804,632130,2384,Maha
SRI LANKA,2010,4444,417050,419244,1671.1,Yala
SRI LANKA,2009/2010,4583,643306,646037,2629.6,Maha
SRI LANKA,2011,4347,489285,493005,1898,Yala
SRI LANKA,2010/2011,2994,613492,730050,1996.2,Maha
SRI LANKA,2012,4145,305314,364542,1129,Yala
SRI LANKA,2011/2012,4444,684636,702075,2717,Maha
SRI LANKA,2013,4408,446637,447613,1774.5,Yala
SRI LANKA,2012/2013,4281,741591,779635,2846.3,Maha
SRI LANKA,2014,4204,300725,312979,1144.9,Yala
SRI LANKA,2013/2014,4222,579857,651289,2235.9,Maha
SRI LANKA,2015,4527,475773,480662,1942.4,Yala
SRI LANKA,2014/2015,4364,734967,772626,2877,Maha
SRI LANKA,2016,4417,379970,385318,1517.39,Yala
SRI LANKA,2015/2016,4349,742724,756005,2902.69,Maha
SRI LANKA,2017,4291,236479,249123,909.32,Yala
SRI LANKA,2016/2017,4301,382856,542556,1473.83,Maha
SRI LANKA,2018,4683,362966,373763,1532.91,Yala
SRI LANKA,2017/2018,4302,619928,667191,2396.93,Maha
SRI LANKA,2019,4896,346010,368906,1519.48,Yala
SRI LANKA,2018/2019,4747,724120,748027,3072.58,Maha
SRI LANKA,2020,4552,450743,456206,1924.17,Yala
SRI LANKA,2019/2020,4531,739911,752248,3196.75,Maha
SRI LANKA,2021,4309,496761,501467,2088.2,Yala
SRI LANKA,2022,3207,480289,481669,1461.68,Yala
SRI LANKA,2021/2022,2853,766148,775846,1931.23,Maha
SRI LANKA,2023,3822,491672,505076,1817.39,Yala
SRI LANKA,2022/2023,3554,807866,812601,2696.04,Maha
SRI LANKA,2024,3893,479427,481316,1976.5,Yala
SRI LANKA,2023/2024,3712,785042,806673,2721.96,Maha
TRINCOMALEE,1979,2810,11428,11628,29.9,Yala
TRINCOMALEE,1978/1979,2440,26399,26948,42.4,Maha
TRINCOMALEE,1979/1980,2397,27602,28127,44.2,Maha
TRINCOMALEE,1981,3441,11190,11242,35.8,Yala
TRINCOMALEE,1980/1981,2534,26803,28283,43.1,Maha
TRINCOMALEE,1982,4140,8256,8318,31.8,Yala
TRINCOMALEE,1981/1982,3171,22724,27766,32.7,Maha
TRINCOMALEE,1983,3781,10799,11249,38,Yala
TRINCOMALEE,1982/1983,2733,32079,33084,55.7,Maha
TRINCOMALEE,1984,3832,16003,16022,57.1,Yala
TRINCOMALEE,1983/1984,2365,27326,35407,60.1,Maha
TRINCOMALEE,1985,3881,9328,11139,33.7,Yala
TRINCOMALEE,1984/1985,3379,29333,29896,92.2,Maha
TRINCOMALEE,1986,3737,5203,5219,18.1,Yala
TRINCOMALEE,1985/1986,0,16010,16586,51.2,Maha
TRINCOMALEE,1987,3764,3342,4456,11.7,Yala
TRINCOMALEE,1986/1987,2983,10321,11148,28.6,Maha
TRINCOMALEE,1988,3506,8139,9044,26.6,Yala
TRINCOMALEE,1987/1988,2836,11640,12934,30.7,Maha
TRINCOMALEE,1989,2578,3970,4179,9.5,Yala
TRINCOMALEE,1988/1989,2836,7689,8093,20.3,Maha
TRINCOMALEE,1990,0,3529,4000,10.7,Yala
TRINCOMALEE,1989/1990,2990,12335,13548,34.3,Maha
TRINCOMALEE,1991,3366,5663,6774,17.7,Yala
TRINCOMALEE,1992,3403,3943,4156,12.3,Yala
TRINCOMALEE,1991/1992,2578,14217,14787,34.1,Maha
TRINCOMALEE,1993,0,9139,9620,28.9,Yala
TRINCOMALEE,1992/1993,3094,19643,19716,56.6,Maha
TRINCOMALEE,1994,0,11614,11614,34.5,Yala
TRINCOMALEE,1993/1994,3094,21541,22087,62,Maha
TRINCOMALEE,1995,3094,14459,14780,41.6,Yala
TRINCOMALEE,1994/1995,2269,19687,20297,41.6,Maha
TRINCOMALEE,1996,3609,5676,5792,19.7,Yala
TRINCOMALEE,1995/1996,2939,11675,16873,31.9,Maha
TRINCOMALEE,1997,3300,6266,7371,19.2,Yala
TRINCOMALEE,1996/1997,2269,20477,20720,43.2,Maha
TRINCOMALEE,1997/1998,2681,20171,22333,50.3,Maha
TRINCOMALEE,1999,3609,11984,12125,40.3,Yala
TRINCOMALEE,1998/1999,3425,20505,21117,65.3,Maha
TRINCOMALEE,2000,3832,12908,12965,46,Yala
TRINCOMALEE,1999/2000,3177,20758,21457,61,Maha
TRINCOMALEE,2001,4383,12616,12659,51,Yala
TRINCOMALEE,2000/2001,3735,22092,22930,77,Maha
TRINCOMALEE,2002,4238,10171,10706,40,Yala
TRINCOMALEE,2001/2002,3607,23699,23725,79,Maha
TRINCOMALEE,2003,4168,12841,13957,49.7,Yala
TRINCOMALEE,2002/2003,3466,25060,26912,81,Maha
TRINCOMALEE,2004,4268,7342,7795,29.1,Yala
TRINCOMALEE,2003/2004,3985,24392,26105,90.3,Maha
TRINCOMALEE,2005,4464,15095,16321,62.6,Yala
TRINCOMALEE,2004/2005,3927,24637,25022,89.9,Maha
TRINCOMALEE,2006,4415,10330,11027,42.4,Yala
TRINCOMALEE,2005/2006,3965,23195,23743,85.4,Maha
TRINCOMALEE,2007,4376,10368,10368,42.1,Yala
TRINCOMALEE,2006/2007,4261,15926,16287,63,Maha
TRINCOMALEE,2008,4504,15145,15296,63.4,Yala
TRINCOMALEE,2007/2008,4381,16592,18987,67.5,Maha
TRINCOMALEE,2009,4851,13947,13950,62.9,Yala
TRINCOMALEE,2008/2009,4463,22969,23014,76.7,Maha
TRINCOMALEE,2010,4853,13059,13116,58.9,Yala
TRINCOMALEE,2009/2010,4332,26521,26535,99.2,Maha
TRINCOMALEE,2011,4710,18256,18514,79.9,Yala
TRINCOMALEE,2010/2011,2388,23191,30331,76.8,Maha
TRINCOMALEE,2012,4455,15946,16107,66,Yala
TRINCOMALEE,2011/2012,4484,30160,30161,104.4,Maha
TRINCOMALEE,2013,4758,23012,23012,101.7,Yala
TRINCOMALEE,2012/2013,3424,31107,35011,121.1,Maha
TRINCOMALEE,2014,4446,7319,7394,30.2,Yala
TRINCOMALEE,2013/2014,4830,21757,26133,102.5,Maha
TRINCOMALEE,2015,4745,22207,22294,97.9,Yala
TRINCOMALEE,2014/2015,4473,28218,34470,109.5,Maha
TRINCOMALEE,2016,4895,20963,20963,95.32,Yala
TRINCOMALEE,2015/2016,4570,34220,34698,99.81,Maha
TRINCOMALEE,2017,4843,8890,8977,40,Yala
TRINCOMALEE,2016/2017,4356,18375,29236,67.37,Maha
TRINCOMALEE,2018,4994,20353,20353,94.43,Yala
TRINCOMALEE,2017/2018,4083,38007,38952,71.99,Maha
TRINCOMALEE,2019,4978,18099,18375,83.7,Yala
TRINCOMALEE,2018/2019,4241,38468,38587,102.51,Maha
TRINCOMALEE,2020,5268,22112,22112,108.22,Yala
TRINCOMALEE,2019/2020,4375,38285,38285,96.02,Maha
TRINCOMALEE,2021,5267,25239,25239,123.49,Yala
TRINCOMALEE,2022,4026,24491,24491,91.61,Yala
TRINCOMALEE,2021/2022,2662,39629,39650,62.22,Maha
TRINCOMALEE,2023,4771,28649,28649,126.98,Yala
TRINCOMALEE,2022/2023,3138,48574,48603,80.15,Maha
TRINCOMALEE,2024,5053,28773,28773,135.05,Yala
TRINCOMALEE,2023/2024,3409,48483,48483,99.53,Maha
UDAWALAWE,1979,3975,5972,5999,20.2,Yala
UDAWALAWE,1978/1979,3972,6264,6302,21.2,Maha
UDAWALAWE,1979/1980,4322,7242,7242,26.6,Maha
UDAWALAWE,1981,4259,9540,9609,34.6,Yala
UDAWALAWE,1980/1981,4687,7792,7792,31.1,Maha
UDAWALAWE,1982,4521,10457,10477,40.3,Yala
UDAWALAWE,1981/1982,4883,9887,10037,41.1,Maha
UDAWALAWE,1983,5229,10375,10379,46.2,Yala
UDAWALAWE,1982/1983,5375,11118,11130,50.9,Maha
UDAWALAWE,1984,3338,10973,11179,31.2,Yala
UDAWALAWE,1983/1984,4161,11163,11163,39.5,Maha
UDAWALAWE,1985,3859,11152,11155,36.6,Yala
UDAWALAWE,1984/1985,4628,10560,10561,41.6,Maha
UDAWALAWE,1986,4162,11459,11466,40.6,Yala
UDAWALAWE,1985/1986,5093,11434,11436,49.6,Maha
UDAWALAWE,1987,4602,10513,10585,41.2,Yala
UDAWALAWE,1986/1987,5973,11465,11465,58.3,Maha
UDAWALAWE,1988,4644,10379,10411,41,Yala
UDAWALAWE,1987/1988,5103,10320,10353,44.8,Maha
UDAWALAWE,1989,5249,10381,10406,46.4,Yala
UDAWALAWE,1988/1989,5125,10574,10586,46.1,Maha
UDAWALAWE,1990,4949,10488,10488,44.2,Yala
UDAWALAWE,1989/1990,5713,10823,10854,52.6,Maha
UDAWALAWE,1991,4276,10103,10103,36.8,Yala
UDAWALAWE,1990/1991,5093,10595,10595,46,Maha
UDAWALAWE,1992,3978,1328,1328,5.2,Yala
UDAWALAWE,1991/1992,5003,10673,10673,45.5,Maha
UDAWALAWE,1993,4777,9602,9602,45,Yala
UDAWALAWE,1992/1993,4730,10483,10483,48.7,Maha
UDAWALAWE,1994,4727,9880,9880,45.8,Yala
UDAWALAWE,1993/1994,4841,10424,10424,49.5,Maha
UDAWALAWE,1995,4669,9712,9712,44.5,Yala
UDAWALAWE,1994/1995,4888,10102,10103,48.5,Maha
UDAWALAWE,1996,4400,8002,8063,34.6,Yala
UDAWALAWE,1995/1996,4529,9713,9713,43.2,Maha
UDAWALAWE,1997,5008,9023,9024,44.3,Yala
UDAWALAWE,1996/1997,4811,8884,8884,41.9,Maha
UDAWALAWE,1998,4787,7210,7210,33.9,Yala
UDAWALAWE,1997/1998,5021,9766,9766,46.7,Maha
UDAWALAWE,1999,4760,7625,7657,35.6,Yala
UDAWALAWE,1998/1999,4882,9024,9024,43.2,Maha
UDAWALAWE,2000,4821,8804,8804,42,Yala
UDAWALAWE,1999/2000,5024,9726,9725,48,Maha
UDAWALAWE,2001,5108,8638,8638,43,Yala
UDAWALAWE,2000/2001,4847,653,653,3,Maha
UDAWALAWE,2002,4902,8321,8759,40,Yala
UDAWALAWE,2001/2002,5238,8766,8766,45,Maha
UDAWALAWE,2003,4877,8474,8560,38.9,Yala
UDAWALAWE,2002/2003,5192,8901,8901,45,Maha
UDAWALAWE,2004,5383,8606,8606,45.4,Yala
UDAWALAWE,2003/2004,5044,8461,8547,41.8,Maha
UDAWALAWE,2005,5166,9190,9190,46.5,Yala
UDAWALAWE,2004/2005,5335,8884,8884,46.4,Maha
UDAWALAWE,2006,5424,9294,9484,49.4,Yala
UDAWALAWE,2005/2006,5681,9904,9904,55.1,Maha
UDAWALAWE,2007,5641,9381,9381,51.9,Yala
UDAWALAWE,2006/2007,5636,9460,9460,52.2,Maha
UDAWALAWE,2008,6198,10503,10718,63.8,Yala
UDAWALAWE,2007/2008,5661,9527,9527,52.9,Maha
UDAWALAWE,2009,6105,11944,12188,71.5,Yala
UDAWALAWE,2008/2009,6517,11517,11517,73.6,Maha
UDAWALAWE,2010,6526,14317,14317,91.6,Yala
UDAWALAWE,2009/2010,6275,13068,13068,80.4,Maha
UDAWALAWE,2011,6532,13882,13882,77.1,Yala
UDAWALAWE,2012,5052,11644,11644,50,Yala
UDAWALAWE,2011/2012,6399,13447,13447,84.3,Maha
UDAWALAWE,2013,6198,11994,11994,72.8,Yala
UDAWALAWE,2012/2013,6405,12278,12278,77.1,Maha
UDAWALAWE,2014,6363,10277,10277,64.1,Yala
UDAWALAWE,2013/2014,5811,12029,12029,68.5,Maha
UDAWALAWE,2015,6062,12524,12524,74.4,Yala
UDAWALAWE,2014/2015,6425,12366,12366,77.9,Maha
UDAWALAWE,2016,6365,10588,10588,66.04,Yala
UDAWALAWE,2015/2016,5907,12224,12224,70.76,Maha
UDAWALAWE,2017,5770,6225,6225,35.2,Yala
UDAWALAWE,2016/2017,5085,1206,1206,6.01,Maha
UDAWALAWE,2018,6560,10518,10518,67.62,Yala
UDAWALAWE,2017/2018,6355,10492,10492,65.35,Maha
VAVUNIYA,1979,2603,344,384,0.8,Yala
VAVUNIYA,1978/1979,2737,14856,15711,59.9,Maha
VAVUNIYA,1979/1980,2469,14945,15339,61.6,Maha
VAVUNIYA,1981,2502,165,165,0.4,Yala
VAVUNIYA,1980/1981,1875,11623,15530,63.2,Maha
VAVUNIYA,1982,3745,358,358,1.3,Yala
VAVUNIYA,1981/1982,2647,8003,13583,67.1,Maha
VAVUNIYA,1983,3762,212,218,0.8,Yala
VAVUNIYA,1982/1983,2576,12011,14513,81.6,Maha
VAVUNIYA,1984,3285,4513,4513,14,Yala
VAVUNIYA,1983/1984,1992,11467,14980,21.6,Maha
VAVUNIYA,1984/1985,1785,7885,11751,21.9,Maha
VAVUNIYA,1986,3913,1397,1447,5.2,Yala
VAVUNIYA,1985/1986,2904,7150,8487,19.6,Maha
VAVUNIYA,1987,3609,72,79,0.3,Yala
VAVUNIYA,1986/1987,1916,1773,4893,3.2,Maha
VAVUNIYA,1988,3351,335,372,1.1,Yala
VAVUNIYA,1987/1988,2633,6381,7090,15.9,Maha
VAVUNIYA,1988/1989,2372,2964,3119,6.6,Maha
VAVUNIYA,1989/1990,2320,3261,3274,7.1,Maha
VAVUNIYA,1991,3624,465,465,1.6,Yala
VAVUNIYA,1992,0,176,182,0.5,Yala
VAVUNIYA,1991/1992,2423,4549,4619,10.4,Maha
VAVUNIYA,1993,0,252,265,0.6,Yala
VAVUNIYA,1992/1993,2423,5443,5829,12.5,Maha
VAVUNIYA,1994,4340,1296,1418,5.3,Yala
VAVUNIYA,1993/1994,2423,6558,6823,15,Maha
VAVUNIYA,1995,3433,817,885,2.7,Yala
VAVUNIYA,1994/1995,4012,7972,8003,30.2,Maha
VAVUNIYA,1995/1996,2212,829,6307,1.7,Maha
VAVUNIYA,1997,2836,55,65,0.1,Yala
VAVUNIYA,1996/1997,3549,2286,3112,7.7,Maha
VAVUNIYA,1997/1998,2681,3930,4136,9.9,Maha
VAVUNIYA,1999,3487,822,1154,2.7,Yala
VAVUNIYA,1998/1999,3497,5808,5862,19.2,Maha
VAVUNIYA,2000,3686,853,918,3,Yala
VAVUNIYA,1999/2000,3455,5871,6116,19,Maha
VAVUNIYA,2001,2743,1169,1169,3,Yala
VAVUNIYA,2000/2001,2678,6170,6172,16,Maha
VAVUNIYA,2002,2840,657,703,2,Yala
VAVUNIYA,2001/2002,3838,6069,6080,22,Maha
VAVUNIYA,2003,3624,776,843,2.7,Yala
VAVUNIYA,2002/2003,3637,7814,8683,27,Maha
VAVUNIYA,2004,4454,102,106,0.4,Yala
VAVUNIYA,2003/2004,3704,7991,8128,27.9,Maha
VAVUNIYA,2005,3931,1330,1332,4.9,Yala
VAVUNIYA,2004/2005,3685,8322,8439,28.9,Maha
VAVUNIYA,2006,4432,710,721,3,Yala
VAVUNIYA,2005/2006,3898,9303,9330,34.2,Maha
VAVUNIYA,2007,4446,585,586,2.4,Yala
VAVUNIYA,2006/2007,4327,4052,4064,16.5,Maha
VAVUNIYA,2008,4390,4472,4969,18.5,Yala
VAVUNIYA,2007/2008,3587,6402,6422,21.7,Maha
VAVUNIYA,2009,3998,209,253,0.8,Yala
VAVUNIYA,2008/2009,4689,6697,6709,95.2,Maha
VAVUNIYA,2010,4724,827,834,3.7,Yala
VAVUNIYA,2009/2010,5367,4830,4830,106.7,Maha
VAVUNIYA,2011,4151,4272,4272,16.8,Yala
VAVUNIYA,2010/2011,4139,12591,13689,51.5,Maha
VAVUNIYA,2012,3788,744,1156,2.7,Yala
VAVUNIYA,2011/2012,3972,15713,15994,125.6,Maha
VAVUNIYA,2013,4813,5270,5270,23.9,Yala
VAVUNIYA,2012/2013,3722,17803,18030,99,Maha
VAVUNIYA,2014,4507,1283,1557,5.5,Yala
VAVUNIYA,2013/2014,3408,5472,8377,97.6,Maha
VAVUNIYA,2015,4683,5654,5722,25,Yala
VAVUNIYA,2014/2015,4816,16805,16841,117.3,Maha
VAVUNIYA,2016,4165,1121,3371,4.41,Yala
VAVUNIYA,2015/2016,4359,17478,17478,145.28,Maha
VAVUNIYA,2017,4361,471,487,1.94,Yala
VAVUNIYA,2016/2017,4334,5401,11015,74.37,Maha
VAVUNIYA,2018,4029,409,450,1.56,Yala
VAVUNIYA,2017/2018,4223,8803,12905,144.17,Maha
VAVUNIYA,2019,5363,2318,2364,11.73,Yala
VAVUNIYA,2018/2019,5594,18296,19207,151.56,Maha
VAVUNIYA,2020,5520,1472,1473,7.66,Yala
VAVUNIYA,2019/2020,4951,19117,19241,155.59,Maha
VAVUNIYA,2021,5638,5002,5012,26.61,Yala
VAVUNIYA,2022,4368,5456,5485,22.49,Yala
VAVUNIYA,2021/2022,2373,18859,18859,98.01,Maha
VAVUNIYA,2023,4071,5530,5703,21.24,Yala
VAVUNIYA,2022/2023,2861,23009,23503,141.62,Maha
VAVUNIYA,2024,4175,5516,5516,21.73,Yala
VAVUNIYA,2023/2024,3878,22786,23412,153.56,Maha
